param_initialization,qaoa_variant,optimizer,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
35,gaussian,vanilla,COBYLA,3,9,ETzg,379.69329595565796,36,"[array(0.17909639), array(-0.26631407), array(-0.26110896), array(0.03012217), array(0.03773471), array(-0.37754467), array(-0.3358329), array(0.04908924), array(0.15029), array(-0.29753868), array(-0.15465862), array(-0.16233633), array(-0.25395338), array(-0.37324766), array(-0.32636091), array(-0.38782672), array(-0.29423707), array(-0.33794622), array(-0.30450783), array(-0.36425351), array(-0.3355687), array(-0.29713113), array(-0.33818723), array(-0.36723088), array(-0.31269859), array(-0.37742228), array(-0.29306462), array(-0.35572034), array(-0.35498276), array(-0.31248186), array(-0.28171817), array(-0.32538335), array(-0.34147049), array(-0.34913371), array(-0.29223526), array(-0.3247519)]","[0, 0, 0, 1, 1, 1]",4.448333739909217,"[1.0, 1.0, 1.0, 0, 0, 0]",4.448333739909218
36,gaussian,vanilla,COBYLA,3,9,ECqg,468.9652783870697,45,"[array(0.20218357), array(-0.03205633), array(-0.46676897), array(-0.0517114), array(-0.1788614), array(-0.39432508), array(-0.47548103), array(0.02513227), array(0.50219959), array(-0.35117234), array(-0.42250229), array(-0.54220973), array(-0.25791443), array(-0.29640785), array(-0.58350654), array(-0.69774001), array(-0.53443059), array(-0.66922361), array(-0.48435873), array(-0.55642682), array(-0.72019466), array(-0.82080964), array(-0.73181883), array(-0.81679176), array(-0.87322632), array(-0.69368076), array(-0.7641444), array(-0.6702254), array(-0.86293724), array(-0.81780733), array(-0.86233966), array(-0.78363422), array(-0.85535286), array(-0.77844065), array(-0.85612165), array(-0.82390642), array(-0.84154417), array(-0.84177723), array(-0.86737808), array(-0.83346789), array(-0.84797558), array(-0.84935618), array(-0.86482553), array(-0.85220448), array(-0.84531906)]","[1, 1, 1, 0, 0, 0]",3.162310385565929,"[1.0, 1.0, 1.0, 0, 0, 0]",3.162310385565929
37,gaussian,vanilla,COBYLA,3,9,EUZw,484.4199802875519,46,"[array(0.06338336), array(-0.0629318), array(0.08029145), array(0.2324433), array(0.28210378), array(-0.1467583), array(-0.21841368), array(-0.02631803), array(0.24937992), array(-0.15546824), array(-0.23864623), array(-0.27197174), array(0.02808036), array(-0.30393351), array(-0.32393081), array(-0.56185317), array(-0.30205459), array(-0.34777317), array(-0.24315958), array(-0.29645423), array(-0.50227701), array(-0.53564443), array(-0.5364175), array(-0.49137699), array(-0.55101131), array(-0.57906433), array(-0.48077149), array(-0.50294095), array(-0.54833021), array(-0.51353066), array(-0.58543378), array(-0.60294606), array(-0.52459669), array(-0.51183191), array(-0.57359771), array(-0.52660813), array(-0.5140202), array(-0.55196865), array(-0.54322803), array(-0.56277447), array(-0.56219048), array(-0.54234852), array(-0.56928661), array(-0.53586189), array(-0.58585228), array(-0.61401713)]","[1, 1, 1, 0, 0, 0]",4.5054843547165815,"[1.0, 1.0, 1.0, 0, 0, 0]",4.5054843547165815
38,gaussian,vanilla,COBYLA,3,9,EUxo,401.22262382507324,38,"[array(0.18997682), array(-0.10590851), array(-0.0882216), array(-0.12854929), array(0.01881694), array(-0.08566376), array(-0.14964098), array(0.32489562), array(0.13991509), array(-0.09634159), array(-0.01519328), array(-0.14630094), array(-0.07353095), array(0.08169613), array(-0.15314127), array(-0.10289455), array(-0.1331842), array(-0.03494049), array(-0.04647281), array(-0.15228418), array(-0.13336751), array(-0.08854746), array(-0.16843143), array(-0.17923943), array(-0.1067082), array(-0.13813525), array(-0.13277881), array(-0.1289407), array(-0.14220114), array(-0.05759135), array(-0.19410559), array(-0.20974737), array(-0.20206385), array(-0.20147265), array(-0.11051987), array(-0.12154602), array(-0.20579609), array(-0.1496763)]","[0, 1, 0, 0, 1, 1]",3.292500581100787,"[1.0, 1.0, 1.0, 0, 0, 0]",4.697701785760335
39,gaussian,vanilla,COBYLA,3,9,ECxw,427.48424220085144,41,"[array(-0.15571984), array(-0.18065094), array(0.09848937), array(-0.01920324), array(0.12356865), array(-0.10353791), array(-0.16778916), array(-0.22221192), array(-0.08852016), array(-0.38470203), array(-0.10465069), array(-0.37377936), array(-0.2181955), array(-0.37286267), array(-0.08465756), array(-0.33785357), array(-0.31287663), array(-0.22658156), array(-0.36171651), array(-0.36085107), array(-0.34067351), array(-0.34413126), array(-0.35082213), array(-0.39714145), array(-0.34310365), array(-0.36166953), array(-0.35260092), array(-0.40534847), array(-0.43195979), array(-0.40905291), array(-0.3840254), array(-0.42114184), array(-0.39657637), array(-0.39632974), array(-0.42977303), array(-0.4096098), array(-0.4244316), array(-0.4066815), array(-0.38465898), array(-0.37473019), array(-0.41697547)]","[0, 0, 1, 1, 1, 0]",3.302933022733335,"[0, 0, 1.0, 1.0, 1.0, 0]",3.3029330227333347
40,gaussian,vanilla,COBYLA,3,9,FCZTo,447.243301153183,42,"[array(-0.00732357), array(-0.28562671), array(-0.02834), array(-0.21220638), array(0.03979883), array(-0.35545437), array(-0.28317419), array(-0.02129499), array(0.52128414), array(-0.2387827), array(-0.42763125), array(-0.22408344), array(0.07619327), array(-0.38942648), array(-0.26351505), array(-0.35887317), array(-0.16182273), array(0.09924057), array(-0.27232073), array(-0.40940752), array(-0.3928438), array(-0.34113629), array(-0.37960829), array(-0.44461544), array(-0.50149769), array(-0.4809958), array(-0.4808822), array(-0.53582856), array(-0.5609396), array(-0.48703092), array(-0.5439339), array(-0.49453767), array(-0.51343977), array(-0.56791417), array(-0.52783378), array(-0.51628907), array(-0.49555083), array(-0.50336982), array(-0.52744725), array(-0.54880692), array(-0.52141293), array(-0.58654872)]","[0, 1, 0, 0, 0, 1, 1]",4.248512263720217,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0]",5.174843542202046
41,gaussian,vanilla,COBYLA,3,9,FCZew,446.72304368019104,42,"[array(-0.28773051), array(0.10482853), array(-0.22589549), array(0.0596391), array(-0.07060602), array(-0.24121512), array(-0.15065444), array(0.00177675), array(-0.30380369), array(-0.24789979), array(-0.35227425), array(-0.2784077), array(-0.46470268), array(-0.43712447), array(-0.39937216), array(-0.49329194), array(-0.45248553), array(-0.42212438), array(-0.47932573), array(-0.42693634), array(-0.50595909), array(-0.5066163), array(-0.46673715), array(-0.49137702), array(-0.48503281), array(-0.47136389), array(-0.48001926), array(-0.53027144), array(-0.55778045), array(-0.48823934), array(-0.45669863), array(-0.52701757), array(-0.41534273), array(-0.457614), array(-0.49956708), array(-0.5114294), array(-0.52950741), array(-0.47663402), array(-0.46358064), array(-0.49140247), array(-0.44052492), array(-0.44197258)]","[1, 0, 0, 0, 1, 1, 0]",3.947119728940813,"[0, 1.0, 1.0, 1.0, 0, 0, 1.0]",3.9471197289408133
42,gaussian,vanilla,COBYLA,3,9,FCznW,320.66001057624817,30,"[array(-0.35275836), array(0.19941734), array(0.03488713), array(-0.092715), array(-0.21457065), array(-0.28227367), array(-0.30736104), array(-0.00070955), array(-0.08295629), array(-0.19650623), array(-0.31046442), array(-0.07701308), array(-0.26646766), array(-0.25346023), array(-0.29479229), array(-0.22189701), array(-0.28217717), array(-0.25050964), array(-0.25319777), array(-0.21154377), array(-0.26153668), array(-0.31840242), array(-0.28962218), array(-0.24379239), array(-0.30055963), array(-0.33389922), array(-0.41837617), array(-0.2365464), array(-0.27729362), array(-0.17110484)]","[0, 0, 0, 1, 0, 1, 1]",6.299241994765314,"[1.0, 1.0, 1.0, 0, 1.0, 0, 0]",6.299241994765314
43,gaussian,vanilla,COBYLA,3,9,F?rvw,431.9255840778351,40,"[array(-0.4010271), array(0.11100836), array(-0.09210694), array(-0.09692029), array(-0.16087276), array(-0.37663597), array(-0.44860834), array(0.17230222), array(0.39792884), array(-0.2924376), array(-0.26423251), array(-0.42204028), array(-0.31638997), array(-0.40904685), array(-0.36916497), array(-0.34456367), array(-0.46609803), array(-0.4210959), array(-0.39674274), array(-0.34152997), array(-0.4123928), array(-0.42438665), array(-0.42835106), array(-0.42087008), array(-0.40579473), array(-0.40631591), array(-0.42171932), array(-0.40716193), array(-0.37007442), array(-0.37289451), array(-0.3528912), array(-0.41420605), array(-0.47470108), array(-0.4766313), array(-0.41652622), array(-0.34200492), array(-0.3963593), array(-0.40464367), array(-0.34027431), array(-0.47671908)]","[1, 1, 1, 1, 1, 0, 0]",5.65914318919514,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.65914318919514
44,gaussian,vanilla,COBYLA,3,9,FCpb_,380.2859365940094,36,"[array(-0.41029188), array(0.07777045), array(-0.21375754), array(-0.39755958), array(-0.21112069), array(-0.39463642), array(-0.35628746), array(0.05121829), array(-0.11730412), array(-0.18686466), array(-0.48495751), array(-0.61679812), array(-0.60144733), array(-0.64494629), array(-0.65512477), array(-0.67955633), array(-0.57163752), array(-0.56364762), array(-0.62507521), array(-0.60076936), array(-0.70896359), array(-0.67713238), array(-0.61324297), array(-0.67639115), array(-0.69089986), array(-0.63702502), array(-0.64149856), array(-0.61907865), array(-0.67905998), array(-0.6581367), array(-0.67521775), array(-0.69980367), array(-0.66172687), array(-0.65966413), array(-0.63793616), array(-0.70542792)]","[0, 1, 1, 1, 1, 0, 0]",4.311464567468734,"[0, 1.0, 1.0, 1.0, 0, 0, 0]",4.7100521615168285
45,gaussian,vanilla,COBYLA,3,9,FEr^o,386.8025462627411,36,"[array(-0.24481351), array(0.24365185), array(-0.21002005), array(-0.06690782), array(-0.12471177), array(-0.25281371), array(-0.35024933), array(0.50362407), array(0.28046163), array(-0.28033325), array(-0.13176843), array(-0.33386873), array(-0.21523403), array(-0.36656918), array(-0.28511967), array(-0.12061066), array(-0.31079627), array(-0.26202285), array(-0.32878225), array(-0.26123412), array(-0.23854164), array(-0.30456727), array(-0.30261602), array(-0.35477384), array(-0.31921502), array(-0.30675191), array(-0.3106403), array(-0.37805527), array(-0.34109554), array(-0.33886967), array(-0.28267798), array(-0.29855563), array(-0.3167589), array(-0.36213209), array(-0.36043282), array(-0.34155002)]","[1, 1, 0, 0, 0, 1, 1]",5.026029862262189,"[1.0, 1.0, 1.0, 0, 0, 0, 0]",5.482542311332391
46,gaussian,vanilla,COBYLA,3,9,F?B~o,383.0832724571228,36,"[array(-0.2153111), array(-0.23779966), array(0.05351202), array(0.00045427), array(-0.06794113), array(-0.05693625), array(-0.04676686), array(-0.06085582), array(0.02865342), array(-0.19127191), array(-0.3251606), array(-0.3369383), array(-0.35950499), array(-0.41588651), array(-0.25271891), array(-0.46941381), array(-0.37171606), array(-0.34119075), array(-0.4367915), array(-0.31232539), array(-0.38925167), array(-0.42940073), array(-0.48093145), array(-0.40977704), array(-0.45041753), array(-0.43638738), array(-0.43880714), array(-0.45897065), array(-0.44543172), array(-0.39460621), array(-0.44523576), array(-0.49428895), array(-0.40349368), array(-0.43384846), array(-0.45549253), array(-0.43176185)]","[0, 0, 0, 0, 0, 1, 1]",6.31188997463241,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",6.31188997463241
47,gaussian,vanilla,COBYLA,3,9,FE~~w,379.386878490448,35,"[array(-0.14044321), array(0.38153391), array(-0.08216377), array(-0.02001316), array(-0.13955311), array(-0.12532295), array(-0.19774957), array(0.22272628), array(0.03063495), array(-0.10468601), array(-0.00027281), array(-0.1723104), array(0.1341041), array(-0.14748088), array(0.02236299), array(-0.17803228), array(-0.18260905), array(-0.15571475), array(-0.05555001), array(-0.17690895), array(-0.10619943), array(-0.09405749), array(-0.12689967), array(-0.16660213), array(-0.11930352), array(-0.10575048), array(-0.15704806), array(-0.16690653), array(-0.0818369), array(-0.17909578), array(-0.19802881), array(-0.17283533), array(-0.11258164), array(-0.126237), array(-0.10477492)]","[1, 0, 1, 1, 0, 1, 0]",5.690980489052874,"[0, 0, 0, 0, 1.0, 1.0, 1.0]",5.971986933278456
48,gaussian,vanilla,COBYLA,3,9,FQjVO,328.087815284729,31,"[array(0.74644087), array(-0.36297605), array(-0.02851998), array(0.11385688), array(-0.08328156), array(-0.32411184), array(-0.32557252), array(0.64834451), array(0.41802814), array(-0.2579998), array(-0.26774142), array(-0.23564779), array(-0.38572722), array(-0.24354495), array(-0.32537304), array(-0.23607426), array(-0.2909518), array(-0.34690217), array(-0.27955573), array(-0.31014003), array(-0.27739204), array(-0.31891064), array(-0.30384999), array(-0.33007313), array(-0.36215765), array(-0.33822853), array(-0.36159481), array(-0.28902824), array(-0.32192897), array(-0.32450822), array(-0.37163852)]","[1, 0, 0, 0, 1, 1, 0]",4.3052837758060925,"[0, 0, 1.0, 0, 0, 1.0, 1.0]",5.0793358297535685
49,gaussian,vanilla,COBYLA,3,9,F?~vw,397.58195424079895,37,"[array(0.07950088), array(-0.18328296), array(-0.09014539), array(-0.00027078), array(-0.00282522), array(-0.21460443), array(-0.18601024), array(0.27770778), array(0.24119002), array(-0.08103053), array(-0.08249661), array(-0.09665352), array(-0.19846341), array(-0.23387154), array(-0.14766135), array(-0.16425408), array(-0.07309942), array(-0.19325071), array(-0.10418927), array(-0.12724983), array(-0.14553229), array(-0.0931278), array(-0.17887358), array(-0.17613992), array(-0.19041832), array(-0.19962075), array(-0.24919975), array(-0.16914235), array(-0.18533972), array(-0.15071479), array(-0.27591306), array(-0.2997648), array(-0.18269139), array(-0.13370481), array(-0.20860801), array(-0.28521105), array(-0.14358574)]","[0, 0, 0, 0, 1, 1, 1]",6.766370174337519,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0]",6.76637017433752
50,gaussian,vanilla,COBYLA,3,9,FCOfw,343.3214604854584,32,"[array(0.23294336), array(-0.53716279), array(-0.06185764), array(-0.23643075), array(0.06779552), array(-0.31719878), array(-0.49541538), array(0.25310721), array(-0.38946838), array(-0.27165102), array(-0.54733183), array(-0.39301965), array(-0.49028189), array(-0.45658559), array(-0.50616202), array(-0.51451825), array(-0.51991052), array(-0.54554832), array(-0.51566418), array(-0.53622951), array(-0.50122608), array(-0.51590308), array(-0.49297221), array(-0.52142325), array(-0.49472605), array(-0.49705199), array(-0.48877996), array(-0.48676898), array(-0.54897786), array(-0.53707059), array(-0.52665296), array(-0.49155415)]","[0, 1, 0, 0, 0, 1, 1]",4.260589946089765,"[0, 0, 1.0, 1.0, 1.0, 0, 0]",4.362722409250715
51,gaussian,vanilla,COBYLA,3,9,FQzvO,348.1562614440918,32,"[array(0.23378034), array(-0.11793446), array(0.16950151), array(-0.12196722), array(-0.12849868), array(0.00289397), array(-0.00706539), array(0.01234459), array(0.10066568), array(0.08969103), array(0.1506386), array(-0.12196746), array(-0.05635082), array(0.00183122), array(-0.05815815), array(0.04346717), array(-0.08571769), array(-0.07017879), array(-0.08862118), array(-0.02204824), array(-0.01823468), array(-0.03811114), array(-0.01085177), array(-0.08167034), array(-0.06366929), array(-0.03468596), array(-0.07706227), array(-0.0578114), array(-0.10252404), array(-0.05339396), array(1.2771897e-06), array(-0.08702246)]","[1, 1, 0, 1, 0, 0, 1]",4.882877464630468,"[0, 0, 1.0, 0, 0, 1.0, 1.0]",5.546261575784191
52,gaussian,vanilla,COBYLA,3,9,FQjdg,413.95981907844543,38,"[array(-0.12585093), array(0.34259748), array(-0.23021189), array(-0.05278154), array(-0.15310975), array(-0.17921066), array(-0.27755438), array(0.47771566), array(0.27872583), array(-0.15430992), array(-0.10840835), array(-0.26666935), array(-0.24431158), array(-0.32196407), array(-0.38043105), array(-0.30646528), array(-0.32366965), array(-0.26469022), array(-0.31625303), array(-0.32504749), array(-0.37811582), array(-0.41270379), array(-0.31689794), array(-0.34017488), array(-0.32482965), array(-0.34183797), array(-0.36279207), array(-0.33873505), array(-0.33282464), array(-0.35834278), array(-0.37143192), array(-0.32245967), array(-0.37357352), array(-0.36989475), array(-0.3957544), array(-0.34142719), array(-0.40517639), array(-0.40139957)]","[1, 0, 0, 1, 0, 1, 0]",4.435975452335593,"[1.0, 0, 0, 1.0, 0, 1.0, 0]",4.435975452335594
53,gaussian,vanilla,COBYLA,3,9,FCR`w,434.5362756252289,40,"[array(0.3267241), array(-0.52115291), array(0.19086956), array(-0.08874563), array(0.00825227), array(-0.4676007), array(-0.47497848), array(0.30491896), array(0.01642413), array(-0.17130105), array(-0.52892256), array(-0.53998476), array(-0.58232027), array(-0.38565995), array(-0.53247093), array(-0.37806792), array(-0.57109271), array(-0.48677934), array(-0.58224056), array(-0.46535891), array(-0.66567493), array(-0.56330386), array(-0.60842764), array(-0.63095294), array(-0.56902496), array(-0.56260144), array(-0.55986618), array(-0.62862516), array(-0.6074067), array(-0.63398035), array(-0.58916111), array(-0.58633407), array(-0.58094621), array(-0.60149041), array(-0.6676311), array(-0.52615262), array(-0.52970595), array(-0.61238326), array(-0.64452732), array(-0.58473251)]","[0, 0, 1, 1, 1, 1, 0]",5.11808513939146,"[0, 0, 1.0, 1.0, 1.0, 1.0, 0]",5.11808513939146
54,gaussian,vanilla,COBYLA,3,9,F~~~w,453.9758713245392,41,"[array(0.05917683), array(0.16285839), array(0.06023645), array(0.01149348), array(0.11954703), array(0.06774332), array(-0.04500745), array(0.00562165), array(0.02585243), array(-0.01872531), array(0.059133), array(0.05985752), array(-0.01858763), array(0.04921482), array(0.08755607), array(-0.04901617), array(0.0316995), array(-0.05482911), array(-0.01974295), array(0.04325161), array(-0.00464745), array(0.02229252), array(-0.00010333), array(-0.06706709), array(0.00276388), array(-0.00724939), array(-0.02331855), array(0.02925771), array(-0.00400787), array(-0.03262052), array(-0.00708018), array(0.0043181), array(-0.04619811), array(0.04426098), array(-0.00222969), array(-0.02367664), array(-0.02085765), array(0.03831351), array(0.02588559), array(0.04455792), array(-0.0556958)]","[1, 0, 1, 0, 1, 1, 0]",6.327136475805446,"[0, 0, 1.0, 1.0, 0, 0, 1.0]",7.632510861100366
